適用規格,調査名,調査目的,調査対象,ボーリング連番,経度_度,経度_分,経度_秒,緯度_度,緯度_分,緯度_秒,測地系,コード1次,コード2次,コード3次,発注機関名称,調査期間_終了年月日,調査会社_名称,孔口標高,総掘進長,柱状図様式,掘進角度,掘進方向,岩石土区分_下端深度,岩石土区分_岩石土名,岩石土区分_岩石群コード,岩石土区分_岩石土記号,岩石土区分_岩石,色調_下端深度,標準貫入試験_開始深度,標準貫入試験_合計打撃回数,標準貫入試験_合計貫入量,孔内水位_孔内水位,バージョン変換情報,調査期間_開始年月日,ハンマー落下用具_コード,色調_色調名,標準貫入試験_備考,岩石土区分_岩相,孔内水平載荷試験_試験深度,孔内水平載荷試験_試験方法コード,孔内水平載荷試験_初期圧,孔内水平載荷試験_変形係数,透水試験_上端深度,透水試験_下端深度,透水試験_試験コード,透水試験_透水係数,P波試験_上端深度,P波試験_速度,P波試験_下端深度,孔内水平載荷試験_降伏圧,事業工事名,ボーリング名,ボーリング総数,取得方法コード,読取精度コード,調査会社_主任技師,調査会社_現場代理人,調査会社_コア鑑定者,調査会社_ボーリング責任者,地盤勾配,試錐機_名称,試錐機_方法,エンジン_名称,ハンマー落下用具_名称,N値記録用具_コード,N値記録用具_名称,ポンプ_名称,観察記事_上端深度,観察記事_下端深度,観察記事_記事,標準貫入試験_0_10打撃回数,標準貫入試験_0_10貫入量,標準貫入試験_10_20打撃回数,標準貫入試験_10_20貫入量,標準貫入試験_20_30打撃回数,標準貫入試験_20_30貫入量,硬軟区分判定表_コード,硬軟区分判定表_記号,硬軟区分判定表_区分,硬軟区分判定表_説明,硬軟区分_下端深度,硬軟区分_硬軟区分,コア形状区分判定表_コード,コア形状区分判定表_記号,コア形状区分判定表_区分,コア形状区分判定表_説明,コア形状区分_下端深度,コア形状区分_コア形状区分,割れ目区分_下端深度,割れ目区分_割れ目区分,風化区分_下端深度,風化区分_風化区分,変質区分判定表_コード,変質区分判定表_記号,変質区分判定表_区分,変質区分判定表_説明,変質区分_下端深度,変質区分_変質区分,孔内水位_測定年月日,孔内水位_掘削状況コード,孔内水位_水位種別コード,掘削工程_測定年月日,掘削工程_掘進深度,掘削工程_ケーシング下端深度,孔径孔壁保護_下端深度,孔径孔壁保護_孔径,孔径孔壁保護_孔壁保護コード,掘進速度_下端深度,掘進速度_掘進速度,コアチューブビット_下端深度,コアチューブビット_コアチューブ名,コアチューブビット_ビット名,給圧条件_下端深度,給圧条件_給圧,回転数_下端深度,回転数_回転数,送水条件_下端深度,送水条件_送水圧,送水条件_送水量,送水条件_排水量,送水条件_送水種類コード,送水条件_送水種類,岩級区分判定表_項目名,岩級区分判定表_コード,岩級区分判定表_記号,岩級区分判定表_説明,岩級区分_下端深度,岩級区分_岩級区分,観察記事枠線_下端深度,相対密度稠度_下端深度,相対密度_コード,相対稠度_コード,割れ目区分判定表_コード,割れ目区分判定表_記号,割れ目区分判定表_説明,風化区分判定表_コード,風化区分判定表_記号,風化区分判定表_説明,孔内水位_掘削状況,孔内水位_水位種別備考,孔径孔壁保護_孔壁保護方法,コア採取率_下端深度,コア採取率_採取率,最大コア長_下端深度,最大コア長_コア長,RQD_下端深度,RQD_RQD,相対稠度_状態,断層破砕帯区分_上端深度,断層破砕帯区分_下端深度,断層破砕帯区分_性状コード,相対密度_状態,試料採取_上端深度,試料採取_下端深度,試料採取_試料番号,試料採取_採取方法コード,試錐機_能力,エンジン_能力,エンジン_単位,ポンプ_能力,ポンプ_単位,座標定義,座標,櫓種類コード,その他原位置試験_試験名,その他原位置試験_上端深度,その他原位置試験_下端深度,その他原位置試験_試験結果,地質時代_上端深度,地質時代_下端深度,地質時代_地質時代名,地質時代_形成年代上限,地質時代_形成年代下限,地層岩体区分_上端深度,地層岩体区分_下端深度,地層岩体区分_地層岩体名,孔径孔壁保護_孔壁保護実施理由,保孔管_下端深度,保孔管_種別コード,孔内水平載荷試験_載荷パターン,S波試験_上端深度,S波試験_下端深度,試料採取_試験名
JIS A 0206-2008,上杉地質調査,02,01,3,135,18,58.623,35,21,35.775,1,5335,02,35,国土交通省 近畿地方整備局 福知山河川国道事務所,1971-07-00,東建地質調査株式会社,95.5,20.3,2,,0,20.3,岩盤,1,S,999040001,20.3,20.15,59,15,,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,敦賀Ｂ．Ｐ小河地区地質調査業務,01,05,5,136,5,1.346,35,36,52.435,1,5336,30,36,国土交通省 近畿地方整備局 福井河川国道事務所,2000-02,株式会社若狭開発技術センター,37.36,6.4,2,,0,6.4,中硬岩,1,MR,999010003,6.4,6,50,30,3.1,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,3,灰赤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,27号末野・下タ中地区土質調査業務,01,13,0001,135,53,18.3700,35,28,38.4400,1,5335,17,71,国土交通省　近畿地方整備局　福井河川国道工事事務所,2006-02-21,富士測量設計株式会社,79.38,10.00,9,0.00,,10.00,混在岩・,3,,111111002,10.00,6.50,50,0,4.75,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),2006-02-15,3,暗灰,貫入不能,,,,,,,,,,,,,,,B-1,3,02,1,田中　譲,田中　譲,木下裕也,田辺浩士,50.00,カノ KR-SH-2型,,ヤンマー NFD-6型,トンビ法,,,ヤンマー EP70型,2.70,10.00,岩片状～短柱状コア採取される\n砂岩が優勢で、処々塊状の頁岩を挟在する\n亀裂多く、処々モザイク状となる\n亀裂面、風化褐色化する\nハンマーの打撃により、にぶい金属音を発し割れる程度の硬度を示す\nGL-6.00m～GL-7.00m間、若干の漏水あり\nGL-7.70m以深、硬質でハンマーの打撃により金属音を発する程度の硬度を示す\nGL-9.30m付近、100％の漏水あり\nGL-9.30m以深、頁岩優勢,50,0,31,10,20,10,015,E,極軟,マサ状、粘土状。,10.00,013,018,VIII,,コアの採取ができないもの。スライムも含む。(記事欄に理由を書く),10.00,012,10.00,012,10.00,013,014,4,強変質,構成鉱物、岩片等が変質鉱物で完全置換され、原岩組織を全く～殆ど残さないもの。,10.00,011,2006-02-20,1,19,2006-02-17,10.00,,10.00,66,,10.00,120,10.00,D,DC,10.00,2.0,10.00,180,10.00,2.0,14,10,2,清水,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,10.00,940,10.00,4.50,0,0,014,d,割れ目として認識できない角礫状、砂状、粘土状コア。,015,ε,強風化している。石英及び一部の長石を除きほとんど変質し原岩組織は失われている。,作業開始時,清水位,ケーシング,10.00,100,10.00,18,10.00,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和４６年度足羽川ダム地質調査,08,06,5,136,21,32.216,35,56,19.425,1,5336,72,28,国土交通省 近畿地方整備局 福井河川国道事務所,1972-03,東建地質調査株式会社,222.5,50.3,2,,0,50.3,岩盤,1,,999040001,50.3,,,,13.45,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,真倉及一ノ瀬地区地質調査作業,01,11,2,135,19,40.813,35,24,30.455,1,5335,02,96,国土交通省 近畿地方整備局 福知山河川国道事務所,1974-09-00,中央復建コンサルタンツ株式会社,60.5,15.1,2,,0,15.1,岩盤,1,SF,999040001,15.1,14.5,52,30,,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,貫入不能,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,湖北バイパスマキノ地区土質調査,01,05,1,136,2,57.077,35,27,43.095,1,5336,10,53,国土交通省 近畿地方整備局 滋賀国道事務所,1978-08-00,株式会社ダイヤコンサルタント,90.09,9.38,1,,0,9.8,礫,1,G,531111000,9.8,9.15,50,23,0.8,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,中部縦貫勝山地区地質調査業務,01,01,5,136,28,2.165,36,3,42.484,1,5436,03,77,国土交通省 近畿地方整備局 福井河川国道事務所,1998-09,復建調査設計株式会社大阪支社,109.38,27,1,,0,27,粘土質礫質土,1,SC,531231040,27,27.15,33,30,1.1,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,3,褐灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,高島バイパス（新旭町）土質調査,01,02,9,136,1,57.592,35,22,51.327,1,5336,00,52,国土交通省 近畿地方整備局 滋賀国道事務所,1979-07,株式会社ダイヤコンサルタント,88.43,7.1,1,,0,7.1,粘性土,1,C,532100000,7.1,,,,1.5,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,4,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,高島バイパス（新旭町）土質調査,01,02,7,136,2,46.691,35,21,17.639,1,5336,00,23,国土交通省 近畿地方整備局 滋賀国道事務所,1979-07,株式会社ダイヤコンサルタント,87.91,12.5,1,,0,12.5,礫,1,G,531111000,12.5,12.15,54,30,0.05,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,4,褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,油坂峠道路越佐地区地質調査業務,01,05,11,136,51,4.268,35,52,36.294,1,5336,66,58,国土交通省 近畿地方整備局 福井河川国道事務所,1994-01-00,川崎地質株式会社,436.24,30,2,,0,30,軟岩・風化岩,1,MR,999010003,30,10,60,5,0.2,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,3,灰,,,19.75,03,26.38,2197.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成１１年度高塚地区地質調査業務,08,09,1,135,46,31.459,35,29,47.457,1,5335,16,92,国土交通省 近畿地方整備局 福井河川国道事務所,1999-12,株式会社若狭開発技術センター,4.47,10.5,1,,0,10.5,砂質シルト,1,MS,532110020,10.5,10.15,7,30,2.56,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,3,暗灰,,599200003,,,,,3.5,4,01,0.0124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,２７号鹿原地区外一件地質調査業務,01,01,5,135,25,59.07,35,28,51.53,1,5335,13,74,国土交通省 近畿地方整備局 福知山河川国道事務所,1999-11,株式会社関西土木技術センター,16.92,10.05,1,,0,10.05,礫質土,1,GF,531100000,10.05,10,60,5,1.14,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,4,黄褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,行松地区土質調査作業,01,05,4,136,9,27.688,35,52,26.834,1,5336,61,42,国土交通省 近畿地方整備局 福井河川国道事務所,1980-11,株式会社田中地質コンサルタント,49.59,10.5,1,,0,10.5,礫,1,G,531111000,10.5,10.15,33,30,1.25,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,長浜地質調査作業,01,05,5,136,17,18.512,35,22,31.851,1,5336,02,53,国土交通省 近畿地方整備局 滋賀国道事務所,1968-06-00,川崎地質株式会社,91.91,15.4,1,,0,15.4,礫,1,G,531111000,15.4,15.15,28,30,0,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,一般国道塩津トンネル地質調査その２作業,01,04,7,136,10,29.83,35,30,43.585,1,5336,21,13,国土交通省 近畿地方整備局 滋賀国道事務所,1987-08-00,応用地質株式会社,106.34,23,2,,0,23,砂利・礫混りシルト,1,,,23,7.15,60,3,2,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,4,灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,真名川流域地質調査作業,09,10,19,136,28,36.798,35,47,38.395,1,5336,53,58,国土交通省 近畿地方整備局 福井河川国道事務所,1988-10-00,応用地質株式会社,689.57,6.5,2,,0,6.5,,,,,6.5,,,,1.6,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,黒灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,下真砂ボーリング工事,08,06,5,136,8,34.447,36,13,3.19,1,5436,21,61,国土交通省 近畿地方整備局 福井河川国道事務所,1967-03-00,梶谷調査工事（株）,1.03,13.6,2,,0,13.6,軟岩・風化岩,1,G,531111000,13.6,12,50,20,0,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,4,青黄灰,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,８号大谷地区防災詳細設計その２業務,01,16,4,136,6,21.518,35,46,25.971,1,5336,50,28,国土交通省 近畿地方整備局 福井河川国道事務所,1991-07,ジビル調査設計株式会社,163.1,15,2,72,30,15,礫質土,1,GF,531100000,15,,,,6.6,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,下真砂ボーリング工事,08,06,11,136,8,36.747,36,12,58.591,1,5436,21,51,国土交通省 近畿地方整備局 福井河川国道事務所,1967-03,梶谷調査工事（株）,0.83,10.05,2,,0,10.05,砂,1,S,531211000,10.05,7.7,11,30,0,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,4,黄灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,安竹地区土質調査作業その２,08,12,1,136,11,20.347,36,6,36.239,1,5436,11,35,国土交通省 近畿地方整備局 福井河川国道事務所,1979-09-00,東建地質調査（株）,4.33,15.3,1,,0,15.3,シルト混り砂,1,S-M,531213003,15.3,15,23,30,,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,4,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,一般国道８号塩津トンネル地質調査作業,01,04,1,136,10,42.03,35,30,26.387,1,5336,21,04,国土交通省 近畿地方整備局 滋賀国道事務所,1986-12,応用地質株式会社,183.01,97,2,,0,97,軟岩・風化岩,1,,,97,,,,16.9,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,暗灰,,,,,,,85.22,97,01,0.000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,飯浦地区地質調査他１ヶ所作業,01,05,2,136,10,50.53,35,30,16.189,1,5336,21,04,国土交通省 近畿地方整備局 滋賀国道事務所,1994-10,住鉱コンサルタント株式会社,85.1,10,1,,0,10,粘土質礫質土,1,C,532100000,10,10.15,12,30,,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,4,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,美浜東Ｂ．Ｐ上野高架橋他地質調査業務,01,01,3,135,57,34.586,35,36,43.325,1,5335,37,36,国土交通省 近畿地方整備局 福井河川国道事務所,1998-11-00,株式会社国土開発センタ－,18.41,15.45,1,,0,15.45,シルト混り礫質土,1,C,532100000,15.45,15.15,38,30,0,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,4,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,美浜東Ｂ．Ｐ上野高架橋他地質調査業務,01,05,16,135,59,22.575,35,37,8.325,1,5335,37,49,国土交通省 近畿地方整備局 福井河川国道事務所,1998-11-00,株式会社国土開発センタ－,49.77,17.31,1,,0,17.31,シルト混り礫質土,1,M,532110000,17.31,17.15,50,16,2.69,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,4,褐灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,福井バイパス測量ボーリング設計業務土質試験成積表,01,02,1,136,14,39.434,36,4,37.758,1,5436,01,99,国土交通省 近畿地方整備局 福井河川国道事務所,1965-11-00,株式会社修成建設コンサルタント,10.08,26.15,1,0,0,26.15,軟岩・風化岩,1,C,532100000,26.15,26.1,50,5,1,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,美浜東Ｂ．Ｐ上野高架橋他地質調査業務,01,05,18,135,59,21.575,35,37,7.325,1,5335,37,49,国土交通省 近畿地方整備局 福井河川国道事務所,1998-11-00,株式会社国土開発センタ－,48.81,18.02,1,,0,18.02,粘土混り礫質土,1,GF,531100000,18.02,18,50,2,2.88,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,4,暗緑灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,賎ヶ岳地質調査その３工事,01,04,7,136,12,21.522,35,30,0.093,1,5336,21,06,国土交通省 近畿地方整備局 滋賀国道事務所,1967-08-00,株式会社応用地質調査事務所,109.67,20.42,1,,0,20.42,高有機質土(腐植土),1,GF,531100000,20.42,20,13,30,0.13,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,飯浦地区地質調査他１ヶ所作業,14,01,4,136,10,54.529,35,30,17.889,1,5336,21,04,国土交通省 近畿地方整備局 滋賀国道事務所,1994-10,住鉱コンサルタント株式会社,95.74,17,1,,0,17,礫質土,1,GF,531100000,17,17.15,50,30,4.8,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,4,灰褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,福井国道ボーリング工事,01,01,11,136,14,23.839,36,2,53.769,1,5436,01,59,国土交通省 近畿地方整備局 福井河川国道事務所,1967-02,サンコーコンサルタント株式会社,9.67,30.8,1,,0,30.8,砂質シルト,1,MS,532110020,30.8,30.15,17,30,2.6,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,9,暗青灰,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,高屋地区護岸詳細設計業務,08,09,1,136,11,30.446,36,6,39.139,1,5436,11,35,国土交通省 近畿地方整備局 福井河川国道事務所,1990-07-00,三和測量建設株式会社,5.9,18.5,1,,0,18.5,シルト,1,M,532110000,18.5,18.15,15,30,2.09,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,,599200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,高島バイパス新旭地区土質調査作業,01,02,10,136,2,43.99,35,21,52.435,1,5336,00,33,国土交通省 近畿地方整備局 滋賀国道事務所,1978-10,明治コンサルタント株式会社,84.99,14.22,1,,0,14.22,礫,1,G,531111000,14.22,14,50,22,0,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,4,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
